word,hiragana,meaning
お手伝いさん,おてつだいさん,(noun) maid
音,おと,"(noun,) sound, noise, report, note (music), fame, Chinese-derived character reading"
お父さん,おとうさん,(noun) father
弟,おとうと,"(noun) younger brother, pupil, apprentice"
おどかす,おどかす,"(transitive) to threaten, to menace, to startle, to surprise"
男,おとこ,(noun) man
男の子,おとこのこ,"(noun) boy, male child, baby boy"
男の人,おとこのひと,(noun) man
おととし,おととし,(noun) year before last
大人,おとな,(noun) adult
おとなしい,おとなしい,"(adjective) obedient, docile, quiet"
おどり,おどり,(noun) dance
おどる,おどる,(intransitive) to dance (orig. a hopping dance)
おどろく,おどろく,"(intransitive) to be surprised, to be astonished"
おなか,おなか,(noun) stomach
おなじ,おなじ,"(noun) same, identical, equal, uniform, equivalent, similar, common (origin), changeless, alike; (adverb) (usu. part of a 'nara' conditional) anyway, anyhow, in either case"
おに,おに,"(noun) ogre, demon, spirit of a deceased person, ogre-like person (i.e. fierce, relentless, merciless, etc.), it (i.e. in a game of tag), Chinese ""ghost"" constellation (one of the 28 mansions)"
お兄さん,おにいさん,"(noun) older brother, elder brother, (vocative) young man, buddy, fella, laddie"
お姉さん,おねえさん,"(noun) elder sister, (vocative) young lady, miss (referring to a waitress, etc.), ma'am (used by geisha to refer to their superiors)"
おねがいします,おねがいします,(Expressions) please
おばあさん,おばあさん,"(noun) grandmother, female senior-citizen"
おばさん,おばさん,(noun) aunt
おばさん,おばさん,(noun) aunt
小母さん,おばさん,"(noun) old lady, ma'am (vocative)"
おはよう,おはよう,(interjection) Good morning
帯,おび,"(noun) obi (kimono sash), paper wrapper on books, CDs, etc."
オフィス,オフィス,(noun) office
おぼれる,おぼれる,"(intransitive) to nearly drown, to sink below the surface (of water), to indulge in, to lose one's head over something"
おまたせしました,おまたせしました,"(Expressions) Thank you for waiting, Have I kept you waiting?"
おまちください,おまちください,
おまちどおさま,おまちどおさま,(Expressions) I'm sorry to have kept you waiting
おめでたい,おめでたい,"(noun) special, auspicious, happy, naive, inncocent, good-natured"
おめでとう,おめでとう,"(interjection) congratulations!, an auspicious occasion!"
おめにかかる,おめにかかる,"(Godan) to meet (someone of higher status), to be recognized (esp. by someone of higher status), to be visible, to be seen, to be noticed"
思い出,おもいで,"(noun) memories, recollections, reminiscence"
思う,おもう,"(transitive) to think, to consider, to believe, to think (of doing), to plan (to do), to judge, to assess, to regard, to imagine, to suppose, to dream, to expect, to look forward to, to feel, to desire, to want, to recall, to remember"
重たい,おもたい,"(adjective) heavy, massive, serious, important, severe, oppressed"
表,おもて,"(noun) surface, face (i.e. the visible side of an object), front (of a building, etc.), obverse side (i.e. ""head"") of a coin, outside, exterior, appearance, public, first half (of an innings), top (of an inning), cover (for tatami mats, etc.), foreground"
主に,おもに,"(adverb) mainly, primarily"
思わず,おもわず,"(adverb) unintentionally, reflexively, spontaneously, involuntarily, instinctively"
おや,おや,"(noun) oh!, oh?, my!"
親,おや,"(noun) parent, parents, dealer (in cards), founder, (pet) owner"
おやすみ,おやすみ,"(noun) holiday, day off, absence, sleep, rest; (Expressions) Good night"
おやつ,おやつ,"(noun) between meal snack, mid-afternoon (around 3 o'clock) snack, afternoon refreshment, afternoon tea"
およそ,およそ,"(noun) about, roughly, as a rule, approximately"
オルガン,オルガン,(noun) organ (musical instrument)
折れる,おれる,"(intransitive) to break, to be folded, to give in, to turn (a corner)"
おろす,おろす,"(transitive) to take down (e.g. flag), to launch (e.g. boat), to drop, to lower (e.g. ladder), to let (a person) off, to unload, to discharge, to drop off (a passenger from a vehicle), to let (a person) off, to withdraw money from an account, to wear (clothing) for the first time, to fillet (e.g. a fish)"
終,おわり,(noun) the end
~終る,~おわる,
音楽,おんがく,"(noun) music, musical movement"
おんけい,おんけい,"(noun) grace, favor, favour, blessing, benefit"
おんせん,おんせん,"(noun) spa, hot spring, onsen"
おんだん,おんだん,(noun) warmth
おんちゅう,おんちゅう,(noun) stomach
温度,おんど,(noun) temperature
女,おんな,(noun) woman
女の子,おんなのこ,(noun) girl
女の人,おんなのひと,(noun) woman
可,か,"(noun,) passable, acceptable, tolerable, fair"
か,か,(noun) mosquito
課,か,"(noun,) lesson, section (in an organization), division, department; (counter) counter for lessons and chapters (of a book)"
~日,~か,
~下,~か,
~化,~か,
~科,~か,
~家,~か,
~歌,~か,
画~,が~,
~画,~が,
カー,カー,(noun) car
カーテン,カーテン,"(noun) curtain, curtains"
カード,カード,"(noun) card, curd"
カーブ,カーブ,"(noun) curve, curve ball (baseball)"
会,かい,"(noun) gathering (esp. Buddhist, festive, etc.)"
回,かい,(counter) counter for occurrences; (counter) counter for innings (baseball)
かい,かい,"(noun) shell, shellfish"
~階,~かい,
がい,がい,"(noun) injury, harm, evil influence, damage"
外~,がい~,
~外,~がい,
会員,かいいん,"(noun) member, the membership"
絵画,かいが,"(noun) picture, painting"
開会,かいかい,(noun) opening of a meeting
海外,かいがい,"(nouns) foreign, abroad, overseas"
会館,かいかん,"(noun) meeting hall, assembly hall"
海岸,かいがん,"(nouns) coast, beach"
会議,かいぎ,"(nouns) meeting, conference, session, assembly, council, convention, congress"
会計,かいけい,"(nouns) account, finance, accountant, treasurer, paymaster, reckoning, bill"
解決,かいけつ,"(noun) settlement, solution, resolution"
会合,かいごう,"(nouns) meeting, assembly, association, (astronomical) conjunction"
外交,がいこう,(noun) diplomacy
外国,がいこく,(nouns) foreign country
解散,かいさん,"(noun) breakup, dissolution"
開始,かいし,"(noun) start, commencement, beginning, initiation"
会社,かいしゃ,"(noun) company, corporation, workplace"
かいしゃく,かいしゃく,"(noun) explanation, interpretation"
会場,かいじょう,"(noun) assembly hall, meeting place, the grounds"
回数,かいすう,"(noun) number of times, frequency, count"
改正,かいせい,"(nouns) revision, amendment, alteration"
解説,かいせつ,"(nouns) explanation, commentary, exposition, elucidation"
かいぜん,かいぜん,"(nouns) betterment, improvement, kaizen (Japanese business philosophy of continuous improvement)"
改造,かいぞう,"(noun) remodeling, remodelling, restructuring, modding"
かいだん,かいだん,"(noun) stairs, stairway, staircase"
快適,かいてき,"(noun) pleasant, agreeable, comfortable"
回転,かいてん,"(noun) rotation (usu. around something), revolution, turning"
かいとう,かいとう,"(noun) answer, solution"
回答,かいとう,"(noun) reply, answer"
外部,がいぶ,(noun) the outside; (nouns) external
回復,かいふく,"(noun) recovery (from illness), improvement, rehabilitation, restoration, convalescence"
解放,かいほう,"(noun) release, unleashing, liberation, emancipation, setting free, deallocation (of computer memory)"
開放,かいほう,"(noun) open, throw open, liberalization, liberalisation"
買い物,かいもの,"(nouns) shopping, purchased goods"
海洋,かいよう,(nouns) ocean
会話,かいわ,(noun) conversation
かえって,かえって,"(adverb) on the contrary, rather, all the more, instead"
帰り,かえり,"(noun) return, coming back"
反る,かえる,"(intransitive) to warp, to be warped, to curve, to be curved, to be arched, to bend (backward)"
顔,かお,(noun) face (person)
かおり,かおり,"(noun) aroma, fragrance, scent, smell"
画家,がか,"(nouns) painter, artist"
かかえる,かかえる,"(transitive) to hold or carry under or in the arms, to have (esp. problems, debts, etc.), to employ, to engage, to hire"
かかく,かかく,"(noun) price, value, cost"
科学,かがく,(noun) science
化学,かがく,(nouns) chemistry; (suffix) chemical company (e.g. Acme Chemical Co.)
かがみ,かがみ,(noun) mirror
かがやく,かがやく,"(Godan) to shine, to glitter, to sparkle"
かかる,かかる,"(intransitive) to take; (Godan) to hang; (Godan) to come into view, to arrive; (Godan) to come under (a contract, a tax); (Godan) to start (engines, motors); (Godan) to attend, to deal with, to handle; (auxiliary) to have started to, to be on the verge of, to overlap (e.g. information in a manual), to cover; (auxiliary) to (come) at, to be fastened, to be covered (e.g. with dust, a table-cloth, etc.), to be caught in, to get a call, to depend on"
かかる,かかる,(Godan) to suffer from
係わる,かかわる,"(intransitive) to be affected, to be influenced, to be concerned with, to have to do with, to stick to (opinions)"
書取,かきとり,"(noun) writing down from other written material, writing kanji text from hiragana, transcription (of spoken material)"
限る,かぎる,"(intransitive) to restrict, to limit, to confine"
書く,かく,(transitive) to write
かく,かく,"(transitive) to scratch, to perspire, to shovel, to paddle"
各~,かく~,
かぐ,かぐ,"(transitive) to sniff, to smell"
家具,かぐ,(noun) furniture
がく,がく,"(noun) learning, scholarship, erudition, knowledge"
額,がく,"(noun,) picture (framed), amount or sum (of money)"
かくう,かくう,"(nouns) aerial, overhead, fiction, fanciful"
かくご,かくご,"(noun) resolution, resignation, readiness, preparedness"
確実,かくじつ,"(noun) certainty, reliability, soundness"
